Time (s),q1_values_deg,q2_values_deg,q3_values_mm
2.57,-72.44739796158447,142.4627238928599,-4.276990588566261e-05
2.58,-72.41968562473247,142.57946895322914,-3.962340141912355e-05
2.59,-72.38581515878704,142.69322745687018,-3.6334659101336234e-05
2.6,-72.34570090071401,142.80398606250733,-3.290164696299734e-05
2.61,-72.29925800787659,142.91173034569906,-2.9322333034803106e-05
2.62,-72.24640254586373,143.0164447684529,-2.5594685347450272e-05
2.63,-72.18705157865027,143.11811264906603,-2.1716671931634973e-05
2.64,-72.12112326107844,143.2167161322613,-1.7686260818053888e-05
2.65,-72.04853693364232,143.31223615969094,-1.3501420037403315e-05
2.66,-71.96921321954714,143.4046524408829,-9.160117620379935e-06
2.67,-71.88307412400505,143.49394342470612,-4.660321597679937e-06
2.68,-71.79004313571701,143.580086271434,0.0
2.69,-71.69006763930864,143.66306354067052,4.821253566520851e-06
2.7,-71.58318618043971,143.74288355296483,9.797343193971596e-06
2.71,-71.4694619990203,143.81956067473524,1.492054739899921e-05
2.72,-71.34896076811525,143.89310870544085,2.0183144698249764e-05
2.73,-71.22175057432382,143.96354092307425,2.557741360837026e-05
2.74,-71.0879018949991,144.0308701298347,3.109563264600675e-05
2.75,-70.94748757225177,144.09510869791842,3.6730080327806244e-05
2.7600000000000002,-70.80058278368992,144.1562686153607,4.2473035170414776e-05
2.77,-70.64726500985545,144.21436153186508,4.831677569047913e-05
2.7800000000000002,-70.48761399832549,144.26939880455217,5.4253580404646094e-05
2.79,-70.32171172445793,144.3213915435611,6.0275727829561676e-05
2.8000000000000003,-70.14964234876949,144.37035065743638,6.637549648187295e-05
2.81,-69.9714921709454,144.4162868982314,7.254516487822588e-05
2.82,-69.78734958049192,144.45921090626126,7.877701153526755e-05
2.83,-69.59730500405351,144.49913325443686,8.506331496964395e-05
2.84,-69.40145084942883,144.5360644921122,9.139635369800217e-05
2.85,-69.19988144633194,144.57001518837902,9.776840623698816e-05
2.86,-68.99269298395846,144.6009959747417,0.00010417175110324902
2.87,-68.77998344542745,144.62901758710788,0.00011059866681343073
2.88,-68.56185253918368,144.65409090703088,0.00011704143188418035
2.89,-68.33840162745776,144.67622700214164,0.00012349232483214388
2.9,-68.10973365189301,144.69543716570928,0.0001299436241739684
2.91,-67.8759530564615,144.71173295527203,0.00013638760842629987
2.92,-67.63716570780282,144.7251262302818,0.0001428165561057854
2.93,-67.39347881313157,144.73562918870795,0.00014922274572907093
2.94,-67.14500083586985,144.74325440254927,0.00015559845581280358
2.95,-66.89184140917253,144.74801485220428,0.00016193596487362933
2.96,-66.63411124752209,144.74992395965492,0.0001682275514281952
2.97,-66.37192205658027,144.7489956204203,0.00017446549399314725
2.98,-66.10538644149082,144.74524423424035,0.00018064207108513253
2.99,-65.83461781383647,144.73868473445435,0.00018674956122079696
3.0,-65.55973029745918,144.72933261604032,0.00019278024291678769
3.0100000000000002,-65.28083863335864,144.71720396228727,0.00019872639468975075
3.02,-64.99805808388903,144.70231547007415,0.00020458029505633277
3.0300000000000002,-64.711504336477,144.68468447373442,0.00021033422253318075
3.04,-64.42129340708722,144.6643289674884,0.0002159804556369405
3.0500000000000003,-64.12754154366256,144.6412676264296,0.00022151127288425922
3.06,-63.83036512976722,144.61551982605525,0.00022691895279178291
3.0700000000000003,-63.52988058865916,144.58710566033474,0.00023219577387615848
3.08,-63.22620428801794,144.55604595831468,0.00023733401465403207
3.09,-62.91945244554931,144.52236229926137,0.00024232595364205074
3.1,-62.609741035685865,144.48607702634735,0.00024716386935686043
3.11,-62.29718569759611,144.4472132588906,0.00025184004031510816
3.12,-61.98190164470984,144.40579490316006,0.0002563467450334401
3.13,-61.66400357595975,144.3618466617634,0.00026067626202850306
3.14,-61.34360558893197,144.31539404163775,0.0002648208698169433
3.15,-61.02082109510887,144.2664633606658,0.0002687728469154077
3.16,-60.695762737378985,144.2150817529447,0.00027252447184054234
3.17,-60.36854230997746,144.16127717273616,0.0002760680231089942
3.18,-60.03927068101114,144.1050783971302,0.0002793957792374094
3.19,-59.70805771770953,144.04651502745781,0.0002825000187424349
3.2,-59.37501221453267,143.98561748948885,0.0002853730201407168
3.21,-59.04024182425333,143.92241703245486,0.000288007061948902
3.22,-58.70385299211951,143.8569457269384,0.00029039442268363676
3.23,-58.36595089319018,143.7892364616716,0.00029252738086156776
3.24,-58.02663937292434,143.7193229392888,0.0002943982149993414
3.25,-57.68602089109025,143.6472396710791,0.0002959992036136044
3.2600000000000002,-57.34419646905013,143.5730219707864,0.000297322625221003
3.27,-57.00126564046108,143.49670594750475,0.00029836075833818403
3.2800000000000002,-56.657326405421614,143.4183284977173,0.000299105881481794
3.29,-56.31247518808079,143.33792729652907,0.0002995502731684792
3.3000000000000003,-55.96680679771397,143.2555407881425,0.0002996862119148863
3.31,-55.62041439325874,143.17120817562514,0.000299505976237662
3.3200000000000003,-55.27338945129227,143.0849694100199,0.0002990018446534525
3.33,-54.925821737421394,142.99686517884652,0.00029816609567890446
3.34,-54.57779928104516,142.90693689404245,0.00029699100783066453
3.35,-54.22940835344164,142.81522667939325,0.00029546885962537925
3.36,-53.88073344911959,142.72177735749744,0.00029359192957969474
3.37,-53.53185727036859,142.62663243631448,0.00029135249621025814
3.38,-53.182860714932005,142.52983609533936,0.00028874283803371543
3.39,-52.833822866721036,142.43143317144995,0.0002857552335667136
3.4,-52.48482098947997,142.33146914446806,0.0002823819613258987
3.41,-52.13593052330833,142.22999012247755,0.000278615299827918
3.42,-51.78722508393833,142.12704282693795,0.00027444752758941696
3.43,-51.438776464663384,142.02267457763355,0.0002698709231270432
3.44,-51.0906546408073,141.9169332774932,0.0002648777649574424
3.45,-50.74292777662179,141.8098673973176,0.0002594603315972617
3.46,-50.395662234495994,141.70152596044585,0.0002536109015631471
3.47,-50.04892258636074,141.59195852739458,0.00024732175337174585
3.48,-49.70277162716644,141.48121518049768,0.00024058516553970356
3.49,-49.357270390314966,141.36934650857611,0.00023339341658366766
3.5,-49.01247816492278,141.25640359166312,0.00022573878502028398
3.5100000000000002,-48.66845251479447,141.14243798580947,0.0002176135493661993
3.52,-48.32524929898435,141.02750170799112,0.00020900998813806076
3.5300000000000002,-47.98292269382627,140.91164722114007,0.00019992037985251362
3.54,-47.641525216311344,140.7949274193173,0.00019033700302620554
3.5500000000000003,-47.301107748696126,140.67739561304464,0.0001802521361757818
3.56,-46.961719564224936,140.5591055148118,0.00016965805781789071
3.5700000000000003,-46.62340835385221,140.44011122477107,0.00015854704646917712
3.58,-46.28622025385379,140.320467216633,0.0001469113806462889
3.59,-45.950199874218036,140.20022832377276,0.00013474333886587123
3.6,-45.61539032771119,140.07944972555612,0.00012203519964457208
3.61,-45.28183325951419,139.9581869338931,0.00010877924149903652
3.62,-44.949568877331686,139.8364957800247,9.496774294591253e-05
3.63,-44.61863598187696,139.71443240154755,8.059298250184528e-05
3.64,-44.289071997640924,139.59205322967983,6.564723868348254e-05
3.65,-43.960913003855566,139.4694149767704,5.012279000746948e-05
3.66,-43.63419376556763,139.3465746240522,3.4011914990454304e-05
3.67,-43.308947764740225,139.22358940963937,1.730689214908196e-05
3.68,-42.98520723130551,139.100516816767,0.0
3.69,-42.66299823063379,138.97740546501328,-1.7910387032234505e-05
3.7,-42.34232629194323,138.85426776799116,-3.6401510891423756e-05
3.71,-42.02319200337103,138.7311071502014,-5.544451761345413e-05
3.72,-41.70559606141814,138.60792713368951,-7.501055323421692e-05
3.73,-41.38953926833753,138.48473133776795,-9.507076378960177e-05
3.74,-41.075022529603565,138.36152347870572,-0.00011559629531550023
3.75,-40.762046851461974,138.23830736938555,-0.00013655829384779826
